window_id,event_id,network,station,location,channel,latitude,longitude,start_time,end_time,sampling_rate,native_sampling_rate,window_len_sec,p_offset_sec,window_type,label,label_name,label_method,source,bandpass_hz,rms,peak,rms_band,peak_band,band_ratio,stalta_band_max,kurtosis_band,reviewed,review_label,reference_rms,band_active_sec,coincident_stations,rms_ratio
0,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-27T08:25:00.003000Z,2026-08-27T08:26:00.003000Z,100.0,100.0,60.0,,aircraft,5,Aircraft,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,209.41131828960772,1002.9835714441602,81.40231176149095,385.2089930924003,0.15110303093042446,3.2363656254016626,1.5233043114901088,,,32.26786361645449,22,2,2.5227053370828405
1,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-27T08:42:00.003000Z,2026-08-27T08:43:00.003000Z,100.0,100.0,60.0,,aircraft,5,Aircraft,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,417.24498073799134,3507.028011324031,90.55549261273785,887.1180513883595,0.04710286816913237,5.497732856544797,12.08077412261632,,,32.82239151906162,18,2,2.758954738570701
2,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-27T09:03:00.003000Z,2026-08-27T09:04:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,190.5957077158889,716.9578732920914,41.22861486482484,268.32115924415683,0.04679196211151669,3.237753462951013,4.9836345721135915,,,26.360092457372108,5,0,1.5640542585917396
3,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-27T09:04:00.003000Z,2026-08-27T09:05:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,167.6473523999224,716.9572644392198,44.1969671337261,377.9887881170656,0.06950107763208355,2.9238227303022137,9.362821285127678,,,24.578322992832955,6,0,1.798209224714556
4,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-27T09:05:00.003000Z,2026-08-27T09:06:00.003000Z,100.0,100.0,60.0,,aircraft,5,Aircraft,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,248.37440962944333,980.0440585993032,96.66318663391704,604.698644790173,0.1514636856836777,5.939355374977273,4.81997314979555,,,24.578322992832955,28,2,3.9328633878765467
5,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-27T09:13:00.003000Z,2026-08-27T09:14:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,147.9890773874162,685.0494380226859,23.20178864539579,109.478670702167,0.024580097843470917,1.8465124117067202,1.1071519183241243,,,23.20178864539579,0,0,1.0
6,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-27T09:15:00.003000Z,2026-08-27T09:16:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,131.90617862776028,544.9493677541274,17.565279525037894,79.55890425324318,0.017732903592275546,2.3982561390295976,0.42360813850025636,,,23.20178864539579,0,0,0.7570657501236907
7,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-27T09:18:00.003000Z,2026-08-27T09:19:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,150.19798838709798,649.9471176064313,11.563543113934237,40.553568518281594,0.005927255053448027,1.618294865896425,-0.01585480580212284,,,30.89158195024944,0,0,0.37432667360827293
8,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-27T09:19:00.003000Z,2026-08-27T09:20:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,151.2669862748939,568.9470462556043,14.99777530197705,91.20251796901243,0.00983026841688491,4.636025486725938,2.247216085547385,,,24.20415801028759,0,0,0.6196363160248122
9,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-27T09:28:00.003000Z,2026-08-27T09:29:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,121.2977418219684,545.9409704842716,17.299202150856015,100.91568906464235,0.020339801761979883,1.8637280309216029,3.2079007386972425,,,21.767020476719125,0,0,0.7947436889379667
