window_id,event_id,network,station,location,channel,latitude,longitude,start_time,end_time,sampling_rate,native_sampling_rate,window_len_sec,p_offset_sec,window_type,label,label_name,label_method,source,bandpass_hz,rms,peak,rms_band,peak_band,band_ratio,stalta_band_max,kurtosis_band,reviewed,review_label
0,,AK,K222,,HNZ,61.0876,-149.8366,2026-07-30T09:04:00.000000Z,2026-07-30T09:05:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.237509319596438,43.620858963018925,4.987983445025056,40.65662701482863,0.9069855944886793,5.307640195512494,10.479972930965914,,
1,,AK,K222,,HNZ,61.0876,-149.8366,2026-07-30T09:05:00.000000Z,2026-07-30T09:06:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.734959749596675,33.22238959448733,4.046078025050781,27.7635006274494,0.7301900721838935,3.4970953770669393,3.5674985358404365,,
2,,AK,K222,,HNZ,61.0876,-149.8366,2026-07-30T09:14:00.000000Z,2026-07-30T09:15:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.5860791150964046,12.265964009738036,2.2398233054528385,9.85135249440414,0.7501427295606365,2.3321027300428714,0.32079524367152246,,
3,,AK,K222,,HNZ,61.0876,-149.8366,2026-07-30T09:16:00.000000Z,2026-07-30T09:17:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.649544170587841,30.571787797011865,4.3748274506508125,31.149318304292237,0.8853216837404642,2.6844674507940267,3.855498577035692,,
4,,AK,K222,,HNZ,61.0876,-149.8366,2026-07-30T09:19:00.000000Z,2026-07-30T09:20:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.6240364327709433,27.12964700438789,3.326367113978471,25.113736889477302,0.8424715555863609,3.7075679448607572,4.31479920495748,,
5,,AK,K222,,HNZ,61.0876,-149.8366,2026-07-30T09:20:00.000000Z,2026-07-30T09:21:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,8.658325749151796,68.27128879910626,8.255199429824943,65.58303654872977,0.9090490069225438,5.153862288017691,7.794179969964134,,
6,,AK,K222,,HNZ,61.0876,-149.8366,2026-07-30T09:21:00.000000Z,2026-07-30T09:22:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,8.7402501487033,72.08471252474868,8.322162095401529,66.72994298791329,0.9066185821468236,3.739725717173901,8.418510526500055,,
7,,AK,K222,,HNZ,61.0876,-149.8366,2026-07-30T09:22:00.000000Z,2026-07-30T09:23:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.397354251197621,39.59049664494438,5.071093642548142,38.357837802968234,0.882757494571647,5.574022998951901,6.496334798104522,,
8,,AK,K222,,HNZ,61.0876,-149.8366,2026-07-30T09:32:00.000000Z,2026-07-30T09:33:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,6.035374836112223,39.03446287310949,4.730443696013051,34.52299365406681,0.614320856046585,2.936875210852482,4.178414258357579,,
9,,AK,K222,,HNZ,61.0876,-149.8366,2026-07-30T09:33:00.000000Z,2026-07-30T09:34:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.9690607324276588,10.598178442095856,1.9742255342483113,6.998943650313952,0.44213547983962287,1.6351958916672282,-0.0828115328587109,,
