window_id,event_id,network,station,location,channel,latitude,longitude,start_time,end_time,sampling_rate,native_sampling_rate,window_len_sec,p_offset_sec,window_type,label,label_name,label_method,source,bandpass_hz,rms,peak,rms_band,peak_band,band_ratio,stalta_band_max,kurtosis_band,reviewed,review_label
0,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T09:04:00.000000Z,2026-06-24T09:05:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,9.844243466338073,106.22723988956915,9.502009878249392,102.88931738592734,0.9316789064404265,5.221496073260026,14.38392792886047,,
1,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T09:05:00.000000Z,2026-06-24T09:06:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,6.423604302132241,33.940705719771195,5.978524430543714,33.78504618880392,0.8662244859606907,2.5080953926585057,2.9166402806137324,,
2,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T09:14:00.000000Z,2026-06-24T09:15:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,8.532947942681039,74.0520416033495,8.108626036044496,71.31367661776676,0.9030178826523453,5.789614030473641,10.197405591623589,,
3,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T09:16:00.000000Z,2026-06-24T09:17:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.113392912183051,32.91597110580857,4.492071273901533,31.93565418821605,0.7717469940922854,3.650685096928868,4.039971585041809,,
4,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T09:19:00.000000Z,2026-06-24T09:20:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.125928610350367,23.735319446600247,3.448184416284926,15.051459211086247,0.6984535853831656,2.3876786253116418,0.48524445406279737,,
5,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T09:20:00.000000Z,2026-06-24T09:21:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.390955759985269,43.45580309734368,4.803867044046761,44.21036265318751,0.7940547028394576,5.858356073597552,4.517650332145553,,
6,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T09:21:00.000000Z,2026-06-24T09:22:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,9.49066754883846,111.20070724071928,9.13849968875111,98.66723665512751,0.92716340439837,5.917598095594361,13.25871075144013,,
7,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T09:22:00.000000Z,2026-06-24T09:23:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,6.097649513808621,43.03696830493932,5.520487200048881,41.43702955117785,0.8196527466687409,4.984212371967571,6.766752917262819,,
8,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T09:31:00.000000Z,2026-06-24T09:32:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.220512307706288,17.71717071889961,3.278455287153995,13.776079192966488,0.6034040041092519,2.261122901718309,0.564064488940422,,
9,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T09:32:00.000000Z,2026-06-24T09:33:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,13.039605329913414,90.68937524622771,12.289192343303055,97.83930854839872,0.8882143587161121,4.8476855302361095,7.454086262152858,,
10,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T09:33:00.000000Z,2026-06-24T09:34:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,8.08746343704585,66.99182283384636,7.726453059976788,66.13321376913211,0.9127160350183959,5.576509734072376,8.163657544731024,,
11,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T09:36:00.000000Z,2026-06-24T09:37:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.240840202137228,29.016693322122382,3.4483894330067204,26.19469778736059,0.6611938337500497,3.247701970469865,2.1241975508035384,,
12,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T09:38:00.000000Z,2026-06-24T09:39:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.7375371306504066,17.468505852506638,3.183652477621139,13.727803596806027,0.7255716039825758,2.241000203125818,0.6461749121462415,,
13,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T09:45:00.000000Z,2026-06-24T09:46:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,6.887435408939307,57.80105987181014,6.451348384010453,56.76273975097865,0.8773763270958391,6.859821126044093,12.692955423753977,,
14,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T09:46:00.000000Z,2026-06-24T09:47:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,8.74571717007691,48.63872905274454,8.37885552695032,48.63634328858781,0.9178644454977972,4.140699917977896,2.42614641690277,,
15,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T09:50:00.000000Z,2026-06-24T09:51:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.317334023170821,62.422509801344766,4.914086356256819,67.84682156701967,0.8540782910872248,8.235228041791311,22.36780490897902,,
16,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T09:55:00.000000Z,2026-06-24T09:56:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.530935278990883,27.583706653038544,4.04536714311155,24.095807203472337,0.7971502161768248,3.0185175600457277,3.604805140800104,,
17,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T09:56:00.000000Z,2026-06-24T09:57:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.3642934502124686,21.5296637955861,2.6812581101743382,19.05414495737815,0.6351693106178838,2.506146859592833,1.9560545220197758,,
18,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T09:59:00.000000Z,2026-06-24T10:00:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,9.693555506107218,80.19731017367364,8.932148509008591,78.818428472173,0.8490742447346102,4.539075334652332,9.194374323410065,,
19,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T10:02:00.000000Z,2026-06-24T10:03:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.254128894162598,40.54102817585268,4.677802617204388,40.778746012636134,0.7926515983576022,2.8854975587253766,10.082692208868451,,
20,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T10:10:00.000000Z,2026-06-24T10:11:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.873023449161645,52.15112048488478,5.325969937907587,48.6308911647365,0.8223826736533129,6.709543677986176,11.293798554745942,,
21,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T10:12:00.000000Z,2026-06-24T10:13:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.893999831181986,17.983522694622984,2.9893267174424167,13.09752146323956,0.5893250621722784,2.670638890459263,0.2956420283668515,,
22,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T10:15:00.000000Z,2026-06-24T10:16:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,7.083893207762066,38.97940041644908,6.237458699548381,39.7965514017706,0.7753028049550124,3.4017163192567947,3.248463777526913,,
23,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T10:16:00.000000Z,2026-06-24T10:17:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.612082663622184,15.280324810602927,3.0028383045612794,13.719832420380108,0.6911121575717722,3.0746557098643956,0.3888526896622082,,
24,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T10:18:00.000000Z,2026-06-24T10:19:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.952444199012722,41.588250324437425,5.324916951700153,43.23550221485048,0.8002671906086211,5.095710750118444,11.507212149884378,,
25,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T10:30:00.000000Z,2026-06-24T10:31:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,9.108130839809263,72.2771429435565,8.536036556597718,60.46252239063324,0.8783225061766575,4.040835384013844,7.442633176977404,,
26,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T10:36:00.000000Z,2026-06-24T10:37:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.100222925090244,31.973113753588304,4.64848294206383,29.214029453344242,0.8306999133438743,3.140518386048749,2.7437760559377873,,
27,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-24T10:40:00.000000Z,2026-06-24T10:41:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.193665110899961,29.41250487232766,4.5813060840997375,30.77138347110614,0.7780916087606216,3.397136720010692,2.621896602999672,,
