window_id,event_id,network,station,location,channel,latitude,longitude,start_time,end_time,sampling_rate,native_sampling_rate,window_len_sec,p_offset_sec,window_type,label,label_name,label_method,source,bandpass_hz,rms,peak,rms_band,peak_band,band_ratio,stalta_band_max,kurtosis_band,reviewed,review_label,reference_rms,band_active_sec,coincident_stations,rms_ratio
0,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-25T08:09:00.003000Z,2026-08-25T08:10:00.003000Z,100.0,100.0,60.0,,aircraft,5,Aircraft,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,277.0125604421893,1254.9561872657832,156.5141402003901,709.4162465784191,0.3192333361822904,4.131312615237238,2.3393376977119864,,,35.10781963383348,33,2,4.45809913098554
1,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-25T08:27:00.003000Z,2026-08-25T08:28:00.003000Z,100.0,100.0,60.0,,aircraft,5,Aircraft,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,270.76905818563426,1420.966480851126,144.28313005127026,1017.144960273154,0.2839442260293818,3.9873676559060467,5.4403465581023855,,,32.211408792886786,30,2,4.479255501644876
2,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-25T08:28:00.003000Z,2026-08-25T08:29:00.003000Z,100.0,100.0,60.0,,aircraft,5,Aircraft,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,252.737386587755,1342.9665416122698,97.31470392007189,567.903744269388,0.14825793627031875,1.4050816050312678,3.33562574564509,,,32.211408792886786,29,2,3.021125357968255
3,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-25T08:40:00.003000Z,2026-08-25T08:41:00.003000Z,100.0,100.0,60.0,,aircraft,5,Aircraft,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,292.7167396227382,1550.9739590431636,101.27493795411725,408.2587236551276,0.11970405244330472,2.7154301121216893,0.9500070067198445,,,33.2333892800441,33,2,3.04738517942648
4,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-25T08:52:00.003000Z,2026-08-25T08:53:00.003000Z,100.0,100.0,60.0,,aircraft,5,Aircraft,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,342.2818247493133,1680.980441819098,184.94322336514813,1055.6168123365437,0.2919504628443302,2.9432794306265206,1.934270435139939,,,36.15742636927303,49,2,5.114944340239737
5,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-25T09:00:00.003000Z,2026-08-25T09:01:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,101.13185913778308,434.98524423512936,20.12652625032307,122.52416743286189,0.03960606226783815,6.089935434731748,1.5383992351816502,,,34.08162460066174,0,0,0.5905389336966139
6,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-25T09:01:00.003000Z,2026-08-25T09:02:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,114.80363593388591,564.0141795816089,32.59950014923618,130.38558623143814,0.08063258750180824,2.248790052304651,-0.11438630705843345,,,34.71789441709614,0,0,0.9389826398338028
7,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-25T09:10:00.003000Z,2026-08-25T09:11:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,125.38144813359492,421.00899145612493,22.55241427651118,106.24037854047425,0.03235336954180145,2.8577518234455916,1.8895897205644347,,,33.41970295715771,0,0,0.6748238997043804
8,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-25T09:12:00.003000Z,2026-08-25T09:13:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,109.7100176262859,512.9917083446344,18.26608336961353,98.71305501954531,0.02772032395410614,4.220051376610639,1.605697423955501,,,33.41970295715771,0,0,0.5465662993183895
9,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-25T09:15:00.003000Z,2026-08-25T09:16:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,131.65846533780768,454.0066034860356,23.81998900522017,95.75177458579532,0.03273297934224529,3.319142959920117,0.6574524129918249,,,33.41970295715771,0,0,0.712752864253645
