window_id,event_id,network,station,location,channel,latitude,longitude,start_time,end_time,sampling_rate,native_sampling_rate,window_len_sec,p_offset_sec,window_type,label,label_name,label_method,source,bandpass_hz,rms,peak,rms_band,peak_band,band_ratio,stalta_band_max,kurtosis_band,reviewed,review_label
0,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-20T09:01:00.000000Z,2026-05-20T09:02:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.631849216641398,48.10191565128771,4.327140741044566,48.623138080770836,0.8727567485670911,6.622543654135285,17.03504059552828,,
1,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-20T09:02:00.000000Z,2026-05-20T09:03:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.325595408053374,48.92480890049248,5.064666750354419,50.84377504637156,0.9044101133506948,3.1605106928887716,11.584180382748837,,
2,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-20T09:11:00.000000Z,2026-05-20T09:12:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,7.199688783014606,52.66410112765758,6.853660754757227,53.69206020684749,0.9061868586462118,5.639204682562006,8.201904432935454,,
3,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-20T09:16:00.000000Z,2026-05-20T09:17:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.899869392736408,66.60214890767521,5.626351420942926,67.94106215013598,0.9094292409536168,5.697413390773601,23.237968247465645,,
4,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-20T09:19:00.000000Z,2026-05-20T09:20:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.997009094153542,13.944493100866305,2.441923564303704,12.184656709708802,0.6638775919332417,2.572722729375047,0.7454894048046228,,
5,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-20T09:20:00.000000Z,2026-05-20T09:21:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.7453005969247672,10.246498648699601,2.206666283007528,9.155453995794115,0.64609072928576,1.6776732357294253,-0.07005789139550744,,
6,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-20T09:21:00.000000Z,2026-05-20T09:22:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.464551677267796,52.39779858101514,4.932062800136051,46.54591777025334,0.8146069686181662,6.894000166095596,12.920607923763859,,
7,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-20T09:22:00.000000Z,2026-05-20T09:23:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.6795820715849756,19.638681066493042,2.993576400977012,17.615379732065865,0.661886776759237,2.9945562117769153,1.332074381404384,,
8,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-20T09:32:00.000000Z,2026-05-20T09:33:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.625353705253008,49.45265349403572,5.221613734829673,48.06238433955376,0.8616081822148703,4.394013174122034,11.186500145676694,,
9,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-20T09:33:00.000000Z,2026-05-20T09:34:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.8756181103606573,10.25168436140038,2.246312779065958,8.280661688296389,0.6102081943250481,1.93772281010671,-0.05520422821571547,,
