window_id,event_id,network,station,location,channel,latitude,longitude,start_time,end_time,sampling_rate,native_sampling_rate,window_len_sec,p_offset_sec,window_type,label,label_name,label_method,source,bandpass_hz,rms,peak,rms_band,peak_band,band_ratio,stalta_band_max,kurtosis_band,reviewed,review_label,reference_rms,band_active_sec,coincident_stations,rms_ratio
0,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T08:20:00.003000Z,2026-09-09T08:21:00.003000Z,100.0,100.0,60.0,,aircraft,5,Aircraft,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,694.3814471517763,3044.996435411011,107.0491548404055,464.4862666571318,0.023766775753214536,2.379490365048539,0.11381171512391752,,,33.08341706582904,59,2,3.2357345260739003
1,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T08:21:00.003000Z,2026-09-09T08:22:00.003000Z,100.0,100.0,60.0,,aircraft,5,Aircraft,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,834.8084624056656,3271.004209068267,165.4028337499846,971.0349938809651,0.03925655689359551,3.195344938285072,2.6732035523594027,,,33.08341706582904,60,2,4.9995692228788755
2,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T08:30:00.003000Z,2026-09-09T08:31:00.003000Z,100.0,100.0,60.0,,aircraft,5,Aircraft,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,271.79403890199046,1181.0091370067653,87.61703810566465,465.86135165379636,0.10391955557964612,3.4273286016180493,1.1361435829012585,,,32.49142753901469,27,2,2.6966201469743627
3,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T08:55:00.003000Z,2026-09-09T08:56:00.003000Z,100.0,100.0,60.0,,aircraft,5,Aircraft,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,228.21055538170444,1014.9772262800566,73.11648694598017,575.3843285590143,0.1026500528407995,4.4771493291889835,5.081478976243474,,,23.60352452655806,27,2,3.09769360350025
4,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T09:01:00.003000Z,2026-09-09T09:02:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,185.89120994028917,1429.9742296011705,27.025526786960672,261.00717937369313,0.021136380946578687,4.021113683017044,6.059391245530099,,,30.513106120394017,0,0,0.8857022513646241
5,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T09:02:00.003000Z,2026-09-09T09:03:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,219.51603751884147,852.9735801301526,23.136933872096467,123.83921351219274,0.011109105760349484,4.4227228691712,0.8722149384489666,,,30.513106120394017,0,0,0.7582621638323623
6,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T09:10:00.003000Z,2026-09-09T09:11:00.003000Z,100.0,100.0,60.0,,aircraft,5,Aircraft,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,341.4645719174536,1823.0308789476308,99.50551203538636,459.5352114439155,0.08491862939718353,2.7398826856726406,1.4238605893909586,,,30.513106120394017,32,2,3.2610744918191057
7,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T09:11:00.003000Z,2026-09-09T09:12:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,397.4252159898329,1702.0312418018962,42.4041067426844,217.3648354428014,0.011384265096913582,1.938856122953963,1.1379228977198643,,,30.513106120394017,0,0,1.389701414709229
8,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T09:13:00.003000Z,2026-09-09T09:14:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,147.5104605498407,573.0323562309982,30.513106120394017,122.62286089899156,0.04278851369033059,1.6032321757254755,0.43677840456202244,,,34.659559064910674,0,0,0.8803662523013882
9,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T09:16:00.003000Z,2026-09-09T09:17:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,162.15641804670815,635.9660852563779,19.920693328901447,75.28356532822283,0.015091785174914859,1.4469796615510262,-0.2748464416321452,,,34.822787222114634,0,0,0.5720591290363618
10,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T09:17:00.003000Z,2026-09-09T09:18:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,134.553148857322,539.9651841108011,18.821976742247525,81.99353294855283,0.01956783300772444,2.1532794355359925,-0.18481591220843852,,,34.822787222114634,0,0,0.5405074735170653
11,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T09:26:00.003000Z,2026-09-09T09:27:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,282.3383940433975,1459.0396359153106,69.967455919207,369.9698851010287,0.06141186485435921,3.3774293214272637,1.2041686955327267,,,34.822787222114634,9,0,2.0092434150352365
12,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T09:27:00.003000Z,2026-09-09T09:28:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,230.03110860688113,1300.960273779538,75.10228518211821,420.2716140234128,0.10659409790608623,2.6131747467931947,1.7643035051013003,,,34.822787222114634,11,0,2.15669942509437
13,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T09:28:00.003000Z,2026-09-09T09:29:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,141.47023021195773,500.04060476705985,46.94824197291839,211.94718544899052,0.11013073763898444,2.71572185377944,1.5222575450968163,,,34.659559064910674,1,0,1.3545539308504584
14,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T09:31:00.003000Z,2026-09-09T09:32:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,161.84849152277266,594.0422081146039,36.03510707284863,161.74441207080133,0.049571758089979295,2.936698393898082,0.5225565798640539,,,35.49346059311173,0,0,1.015260458424897
15,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T09:33:00.003000Z,2026-09-09T09:34:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,111.2614351799762,472.04302185931505,19.17261731541862,92.4937348717153,0.029694327382540957,1.8190363766630027,0.0641455299928757,,,36.03510707284863,0,0,0.5320538461744883
16,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T09:40:00.003000Z,2026-09-09T09:41:00.003000Z,100.0,100.0,60.0,,aircraft,5,Aircraft,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,330.6546756085866,2730.0469755005265,127.81335515993713,979.9028980720445,0.14941807413537844,3.794977610425889,5.850330936095068,,,36.03510707284863,42,2,3.5469120405705867
17,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T09:41:00.003000Z,2026-09-09T09:42:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,168.79067266011657,672.0477146413846,67.88218973548199,268.2906087062096,0.16173901679864677,2.8109905493901315,0.26307452713550505,,,36.03510707284863,3,0,1.883779326595346
18,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T09:42:00.003000Z,2026-09-09T09:43:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,165.08473647304461,752.0482083700531,36.26807239056114,186.7777578645513,0.04826531069764495,2.477387281340881,0.8183244787889934,,,36.03510707284863,0,0,1.0064649542248214
19,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T09:52:00.003000Z,2026-09-09T09:53:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,110.6503265342217,443.05387436030054,32.02828920623175,109.22352423765352,0.08378419147537335,1.671811737462519,-0.33723050973607505,,,42.72509533965573,0,0,0.7496364595939091
