window_id,event_id,network,station,location,channel,latitude,longitude,start_time,end_time,sampling_rate,native_sampling_rate,window_len_sec,p_offset_sec,window_type,label,label_name,label_method,source,bandpass_hz,rms,peak,rms_band,peak_band,band_ratio,stalta_band_max,kurtosis_band,reviewed,review_label
0,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T09:01:00.000000Z,2026-05-27T09:02:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.333761337166923,58.99624686742148,5.084261373256951,49.64490973000421,0.9086331548938124,5.437536623887247,13.347112578540113,,
1,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T09:02:00.000000Z,2026-05-27T09:03:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.731924120581493,44.54497111175506,4.395898868593533,40.17959847084896,0.8630179752588366,5.556996893389177,12.630940910562346,,
2,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T09:11:00.000000Z,2026-05-27T09:12:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.073794149453335,45.94191900602046,3.7978833657929507,51.14503441375432,0.8691306913408685,4.073322412457366,18.217250834784693,,
3,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T09:13:00.000000Z,2026-05-27T09:14:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.517190609638584,9.699671506612427,2.0885423141715895,7.647535985018075,0.6884213826468276,2.176725245916278,-0.19072680998680402,,
4,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T09:16:00.000000Z,2026-05-27T09:17:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.7820131013589915,14.894187711911279,2.4069698101442674,12.811091218519364,0.7485536707784524,3.177722895516789,0.2195064239646496,,
5,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T09:17:00.000000Z,2026-05-27T09:18:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.327015140240723,49.011685226905094,5.026653301190536,55.52188330770084,0.8904099447607199,6.468539776148914,11.143639522069048,,
6,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T09:18:00.000000Z,2026-05-27T09:19:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.840232771915407,10.944985197498713,2.1443575263527648,7.9175788483795735,0.5700153153315736,1.706544666249371,-0.13731527361687546,,
7,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T09:19:00.000000Z,2026-05-27T09:20:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.0480467494802133,11.442447360622019,2.4765893614701184,9.71588634329378,0.6601836410929602,1.9999832804940025,0.08642895032961784,,
8,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T09:29:00.000000Z,2026-05-27T09:30:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,8.084008893903766,72.04661485842308,7.748780196029656,65.79977848860179,0.9187833538352178,4.446801488555133,10.964961214732034,,
9,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T09:30:00.000000Z,2026-05-27T09:31:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.6839824894273985,64.82281005472927,5.386606380209114,56.72463440621404,0.8981006684913808,5.147542366225617,14.075493938182902,,
10,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T09:31:00.000000Z,2026-05-27T09:32:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.5942903420157832,8.837989114924632,2.0589459047735676,8.043011836267313,0.629872597895616,1.7861353319702196,-0.1749951141283228,,
11,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T09:34:00.000000Z,2026-05-27T09:35:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.4445538899298147,15.259390020085064,2.3849482099067036,11.14293940085124,0.47939327553381694,2.4324374466222616,0.37956125187119216,,
12,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T09:36:00.000000Z,2026-05-27T09:37:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.1252268601070345,16.532799719447304,2.252441683029985,9.952065809063194,0.519450316057887,2.0234124827966515,-0.008135472518242981,,
13,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T09:43:00.000000Z,2026-05-27T09:44:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,6.902378149700534,84.01547736625102,6.688189102278897,87.12616584431925,0.9389005436327654,8.402696391443719,34.72085297405279,,
14,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T09:44:00.000000Z,2026-05-27T09:45:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.4193522510578385,9.657375502380471,1.9575185746414143,7.947960216855823,0.6546566342112665,2.2418333303586038,0.09330333500397137,,
15,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T09:53:00.000000Z,2026-05-27T09:54:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.4840796876947313,9.274671610583008,1.8966197389840163,8.071170803246183,0.5829475549131029,1.7388463944330197,0.11734805763916034,,
16,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T09:54:00.000000Z,2026-05-27T09:55:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.000773697049602,31.835988298193325,4.608519946569449,33.393870177060464,0.8492753908361711,3.7859404003405572,6.1160400643457855,,
17,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T10:00:00.000000Z,2026-05-27T10:01:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.5599275380673516,9.41899502707541,1.995590590561256,9.937995305478431,0.6076976411234953,2.4297886908638873,0.17011070121496852,,
18,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T10:03:00.000000Z,2026-05-27T10:04:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.806070996453563,11.932787899751919,2.1644425510338596,10.289777468178075,0.5949696555338956,2.646076952622887,0.19046543285190953,,
19,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T10:11:00.000000Z,2026-05-27T10:12:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.787778229945837,10.884430118740319,2.038934897067833,7.430996359159184,0.5349217705658976,1.4972755559823296,-0.11955157151504814,,
20,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T10:13:00.000000Z,2026-05-27T10:14:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.6220701233224584,10.13917500932464,2.04207372213399,7.634543283677914,0.6065327131880061,1.5619039878580718,-0.11529499604822258,,
21,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T10:16:00.000000Z,2026-05-27T10:17:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.857326855225545,10.054701500082913,2.120949930077648,7.557775514866974,0.5509865356109173,1.588168047887322,-0.16990528633842716,,
22,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T10:17:00.000000Z,2026-05-27T10:18:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.187802895618059,39.423510757232755,3.7158017938826493,41.930133126158594,0.787286155514328,5.8482205880018725,18.134100126305732,,
23,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T10:19:00.000000Z,2026-05-27T10:20:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,6.74868683938095,46.49804467344712,6.200829340970483,47.55299896581502,0.8442304372513765,4.843692167779726,7.532599761898705,,
24,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T10:28:00.000000Z,2026-05-27T10:29:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.852375010733256,10.579404113880443,2.1274071354108335,7.43726336272978,0.5562729950554762,1.5548936584242943,-0.3040910758089086,,
25,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T10:32:00.000000Z,2026-05-27T10:33:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.3519591898199135,35.02221788851749,3.710933379952585,32.234653469942835,0.7271042569831766,3.3546681484390968,6.449367023898141,,
26,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T10:38:00.000000Z,2026-05-27T10:39:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.9995166257660553,12.06892262690516,2.5006410138597923,11.250463787327572,0.695024562177409,2.567951228719108,0.37118236733780297,,
27,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T10:42:00.000000Z,2026-05-27T10:43:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.3975902876267763,12.778927003107558,2.643952312898804,10.082121552695702,0.6055712139398381,1.9450091382094175,-0.026856700114685328,,
28,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T10:45:00.000000Z,2026-05-27T10:46:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.5832616357362865,19.565753452646227,2.5162395992388418,18.000874564491472,0.4931135607605047,4.255368401912965,1.682308108904535,,
29,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T10:47:00.000000Z,2026-05-27T10:48:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.7119025020376757,17.69086552257602,2.726108711526384,13.226375675011695,0.5393779898617358,2.6613529543637506,0.7044483915514261,,
30,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T10:49:00.000000Z,2026-05-27T10:50:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.033990283080405,90.93181260861292,4.630818631840833,85.6682812763588,0.8462346385466276,6.770548040093402,69.6135192957484,,
31,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T10:53:00.000000Z,2026-05-27T10:54:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.7322838495373745,61.80739374839574,4.312668237259234,58.89917240523451,0.8305208269967854,5.99217391902817,36.5724414137953,,
32,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T10:55:00.000000Z,2026-05-27T10:56:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,7.158397360727316,45.842995838123116,6.856791079495635,47.923128854589834,0.9175087815056275,3.982424120851084,5.854848335850328,,
33,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T10:56:00.000000Z,2026-05-27T10:57:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.8419913185439416,40.41357246313895,3.4961883709479906,41.81034578892786,0.8280887593445697,4.457270672986043,13.677680248866306,,
34,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T11:03:00.000000Z,2026-05-27T11:04:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.3580633729697844,12.528415327633162,2.7637122468744573,11.611649318247892,0.677341788876445,2.0874935045411562,0.04699714837993074,,
35,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T11:05:00.000000Z,2026-05-27T11:06:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,7.122308262032265,58.04317140357054,6.755822010469508,55.95880073331296,0.8997355181343185,2.9579846289836316,9.928483584455021,,
36,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T11:07:00.000000Z,2026-05-27T11:08:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.729890658319929,49.66379491110588,4.359591313805169,49.31146363732132,0.849550803206617,5.597587469633439,10.959840566627033,,
37,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T11:08:00.000000Z,2026-05-27T11:09:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.7908316512511844,9.975584196135486,2.295991798937445,7.6468095727117245,0.6768203145969954,1.5368847173891644,-0.2978899947583371,,
38,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T11:20:00.000000Z,2026-05-27T11:21:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.1414856090822125,37.47025193159711,3.6361567853821266,38.47455107993456,0.7708553464391975,4.141992748064686,9.34263628592957,,
39,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-27T11:22:00.000000Z,2026-05-27T11:23:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.716283317095149,13.609216862707484,2.2500315746764343,11.229894151043943,0.686162678913064,2.3379768159181302,0.06478091796284913,,
