window_id,event_id,network,station,location,channel,latitude,longitude,start_time,end_time,sampling_rate,native_sampling_rate,window_len_sec,p_offset_sec,window_type,label,label_name,label_method,source,bandpass_hz,rms,peak,rms_band,peak_band,band_ratio,stalta_band_max,kurtosis_band,reviewed,review_label
0,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-10T09:01:00.000000Z,2026-06-10T09:02:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.5075157102964933,9.017620294663606,1.4776030339456403,6.393049913029416,0.3472387810272513,1.7798588853365183,0.2031356488796443,,
1,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-10T09:02:00.000000Z,2026-06-10T09:03:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.8498406965952423,16.184607253391864,1.9142915536849543,16.422946550447517,0.45120613721148645,5.179644588608681,4.012464289067191,,
2,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-10T09:11:00.000000Z,2026-06-10T09:12:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,11.637460280537548,48.25311449002679,9.884810201941155,45.346226010712215,0.7214732713299975,1.6120394110147562,0.6296866532849612,,
3,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-10T09:13:00.000000Z,2026-06-10T09:14:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,9.014249768007984,50.42770191414846,8.298875707521235,52.47499520077926,0.8475773561828822,3.618770483810848,1.6125590085470831,,
4,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-10T09:16:00.000000Z,2026-06-10T09:17:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,7.968413768154181,63.439797828723016,7.605024734754092,58.24175896152322,0.9108723256142691,4.675465373482534,7.722153239248728,,
5,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-10T09:17:00.000000Z,2026-06-10T09:18:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.458066266908428,52.336717367188506,4.915272905827679,52.36704443159174,0.8109940409997777,3.6091814560957762,11.142966228148296,,
6,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-10T09:18:00.000000Z,2026-06-10T09:19:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.812920435703376,53.99877450866526,4.375691082617499,50.99815374480126,0.8265629666158117,7.05021719706608,22.419414660423516,,
7,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-10T09:19:00.000000Z,2026-06-10T09:20:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.8317108705323553,12.374119606280171,2.0305829877424126,8.443238166887514,0.5142137325092199,3.570433053687271,0.627855858461106,,
8,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-10T09:29:00.000000Z,2026-06-10T09:30:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.675320107956869,13.183178934656688,2.1294255185993465,12.180930058452773,0.6335390674536119,2.289237132032324,1.3021654664278426,,
9,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-10T09:30:00.000000Z,2026-06-10T09:31:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.332405718598584,30.113081979038405,3.8252234989152876,30.485187399863452,0.7795704870782403,4.016930910024179,5.397420875414781,,
10,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-10T09:31:00.000000Z,2026-06-10T09:32:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.92085209665361,35.35067906125121,3.517868011985381,36.330476180582636,0.8050042290067757,5.576083199939194,14.159105604421693,,
11,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-10T09:34:00.000000Z,2026-06-10T09:35:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.4903205257597514,13.418607527095284,2.2361804380609036,9.68780815027302,0.4104715539103255,2.001000591436419,0.1511474867345184,,
12,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-10T09:43:00.000000Z,2026-06-10T09:44:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.852646276441857,53.224679650150215,4.383056511488841,50.08276861450662,0.8158247363755136,7.685163942672371,26.747915784453845,,
13,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-10T09:44:00.000000Z,2026-06-10T09:45:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,8.285030287051384,85.34876094789223,7.902062006992223,81.65965994997838,0.9096884187093525,6.991450853193238,13.962092037781975,,
14,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-10T09:48:00.000000Z,2026-06-10T09:49:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,8.714412052936849,79.47407151634864,7.9817315771291755,74.1393767785877,0.838915182905456,4.182978191656741,7.047275773322811,,
15,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-10T09:53:00.000000Z,2026-06-10T09:54:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,6.898418390194962,60.52266554112423,6.115902128574,48.716780828392785,0.7859989973425069,4.217109072857459,9.925846799222407,,
16,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-10T09:54:00.000000Z,2026-06-10T09:55:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,9.727317522761215,133.44033722620242,9.297229823034204,129.7723584667101,0.9135260754660794,7.640182288041107,28.613286358709573,,
