window_id,event_id,network,station,location,channel,latitude,longitude,start_time,end_time,sampling_rate,native_sampling_rate,window_len_sec,p_offset_sec,window_type,label,label_name,label_method,source,bandpass_hz,rms,peak,rms_band,peak_band,band_ratio,stalta_band_max,kurtosis_band,reviewed,review_label,reference_rms,band_active_sec,coincident_stations,rms_ratio
0,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-04T09:08:00.003000Z,2026-09-04T09:09:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,166.59752390468032,742.4336709597453,22.53930930829311,119.61871549505375,0.01830392056067553,2.667782231500642,1.0645388284258424,,,28.081223126200786,0,0,0.8026469932238502
1,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-04T09:10:00.003000Z,2026-09-04T09:11:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,199.02662789967957,1033.5683470232427,21.26096478837047,135.28934986351402,0.011411521866290906,4.08364127121927,2.0805084808552854,,,25.5026270118705,0,0,0.8336774395231636
2,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-04T09:13:00.003000Z,2026-09-04T09:14:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,137.56529441867966,514.4264054136008,26.208904474406495,116.88102848139857,0.03629777229562533,5.669085142829664,2.4766157318043485,,,26.208904474406495,1,0,1.0
3,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-04T09:14:00.003000Z,2026-09-04T09:15:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,141.04821701572143,570.425604326331,42.69729049036931,129.74830238471205,0.09163585389505223,1.4648314281811499,-0.8301442177762528,,,26.208904474406495,0,0,1.6291138964646175
4,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-04T09:23:00.003000Z,2026-09-04T09:24:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,139.66200391702475,521.588313145726,16.191433659611242,72.45407280379735,0.013440458097488889,2.136908649454127,0.19376145942861367,,,22.665073838788555,0,0,0.7143781562229701
5,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-04T09:24:00.003000Z,2026-09-04T09:25:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,138.15754385488873,572.4101565883582,14.963502048313172,63.60930159947906,0.011730520619649819,1.893683270658037,0.08691481754059538,,,22.665073838788555,0,0,0.6602008956487463
6,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-04T09:25:00.003000Z,2026-09-04T09:26:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,141.46831815663506,583.5914059733616,14.863881633832595,54.78006167641582,0.011039415905994028,1.74561965304742,-0.07941212740698989,,,22.665073838788555,0,0,0.655805568495208
7,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-04T09:28:00.003000Z,2026-09-04T09:29:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,193.91190813610717,794.5964524446929,62.744022689112995,276.9326082797053,0.10469736660046935,3.896078381545686,0.451766440483635,,,28.65331938629888,18,0,2.189764538035172
8,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-04T09:30:00.003000Z,2026-09-04T09:31:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,159.6695646505142,592.5990918695527,41.94435452399235,133.05817351707174,0.0690085256083273,1.7016286373524092,-0.5864546468379968,,,32.770741407006874,0,0,1.2799330354797533
9,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-04T09:37:00.003000Z,2026-09-04T09:38:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,191.17485021192752,937.6096937234026,14.701538784168257,56.642848874455424,0.00591376511075843,1.71955453245398,-0.06419106736295088,,,34.44782095796206,0,0,0.42677703190890026
