window_id,event_id,network,station,location,channel,latitude,longitude,start_time,end_time,sampling_rate,native_sampling_rate,window_len_sec,p_offset_sec,window_type,label,label_name,label_method,source,bandpass_hz,rms,peak,rms_band,peak_band,band_ratio,stalta_band_max,kurtosis_band,reviewed,review_label
0,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T09:01:00.000000Z,2026-05-17T09:02:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.190045076478392,24.638262620361594,3.916342306461064,24.885832038588504,0.8736226756851218,6.091546570694105,3.861055183305396,,
1,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T09:02:00.000000Z,2026-05-17T09:03:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.243692237622309,24.681938749633485,2.928382362623721,20.916995189611445,0.8150350429532114,2.446475503592636,3.1149856596609933,,
2,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T09:11:00.000000Z,2026-05-17T09:12:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.338971216981051,8.54066436439248,1.962418531553405,7.8643628084612756,0.7039365538855182,1.6393048568212625,-0.013833015622386036,,
3,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T09:13:00.000000Z,2026-05-17T09:14:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.120449001182875,17.302032294868106,2.678760155210497,12.096920820967133,0.7369422953329875,2.9565385651416394,0.5203545848184974,,
4,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T09:16:00.000000Z,2026-05-17T09:17:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,10.492726256565291,69.00854963358861,9.482930552628268,65.4705716185798,0.8167863186263249,5.755726040341433,2.570737795355048,,
5,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T09:17:00.000000Z,2026-05-17T09:18:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,6.832981031170439,42.72574969402141,6.276536045416114,39.21062559833244,0.8437613431826861,5.007508356443512,2.916310564068209,,
6,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T09:18:00.000000Z,2026-05-17T09:19:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.832523816920642,34.72277444440466,4.114295469497851,23.50822814152232,0.7248413302778555,2.7182821272019773,2.2902663677727615,,
7,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T09:19:00.000000Z,2026-05-17T09:20:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.900757990238993,25.50978913061066,3.432690895254176,20.727476559261618,0.7744107672691555,3.7251560603484983,2.10347165527344,,
8,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T09:29:00.000000Z,2026-05-17T09:30:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.58948790427144,47.28497833079414,5.262578848809243,46.19172024482823,0.8864478488453896,4.570314243734038,8.745728614523626,,
9,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T09:30:00.000000Z,2026-05-17T09:31:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.358355054649353,38.23712934274252,5.039364422634448,36.07656586171302,0.8844810984546296,4.87697709508709,6.3942528988892136,,
10,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T09:31:00.000000Z,2026-05-17T09:32:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.324467171692764,29.34659271944238,4.079424548620268,27.550187415495962,0.8898823659618342,3.965996958077374,7.1561578405833774,,
11,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T09:34:00.000000Z,2026-05-17T09:35:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.4166813703401706,12.680621426471383,2.559597514701734,10.986232183259379,0.5612216293645033,2.032165523926573,0.2900333420931793,,
12,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T09:36:00.000000Z,2026-05-17T09:37:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.609739577699822,48.904626884796976,4.242763247543636,45.96475915826336,0.8471197637459451,5.341295891304968,13.188872399791343,,
13,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T09:43:00.000000Z,2026-05-17T09:44:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.118356092001414,24.26050482423311,2.7306434783673468,18.199986952629384,0.7667937924947683,3.3499913919311597,2.7592266569836488,,
14,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T09:44:00.000000Z,2026-05-17T09:45:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.125596833053569,38.293196129707866,2.7754622677661067,44.191871509755,0.7885055211963133,3.5531674613351614,27.507094685403917,,
15,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T09:48:00.000000Z,2026-05-17T09:49:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.496335229917159,9.547335436894976,1.9278172446546809,7.654297480555007,0.5963838989414307,1.5939232703244817,-0.19289948552200453,,
16,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T09:53:00.000000Z,2026-05-17T09:54:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.380254266887128,8.616744357249887,1.9093825859976632,6.485978111905612,0.6434861591923363,1.5663807187900303,-0.20818952562524684,,
17,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T09:54:00.000000Z,2026-05-17T09:55:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.5233566588274616,10.843216184339372,2.121402761264459,10.263171566619192,0.7067876965861377,2.076768777512939,0.3042508075661394,,
18,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T09:57:00.000000Z,2026-05-17T09:58:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.709335753050608,47.219588529148936,4.503182953686172,47.5874983842038,0.9143655899958217,8.097543246888971,20.70867663175334,,
19,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T10:00:00.000000Z,2026-05-17T10:01:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.4399719570599943,9.339418343236895,2.0286227650869146,8.204605225206585,0.6912464591592042,1.8236702979367116,-0.08248515220769415,,
20,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T10:08:00.000000Z,2026-05-17T10:09:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.6470982004583075,11.562648545240629,2.1374298922450223,9.28263034379511,0.651994079262832,1.789689985290805,0.21059173819485677,,
21,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T10:10:00.000000Z,2026-05-17T10:11:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.4866089152658146,12.17066085727963,2.0940347214314303,12.843327183684806,0.7091739660839276,3.1601282913077116,0.44828341190602927,,
22,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T10:16:00.000000Z,2026-05-17T10:17:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.692861442234178,11.450214695515355,2.083316124492387,7.8869465611052085,0.5985250541789752,1.6470048700457656,-0.13885824616098041,,
23,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T10:17:00.000000Z,2026-05-17T10:18:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.6731112858271158,12.326931534723645,2.2450774541992162,9.525559962782312,0.7053888298676179,2.189503571479507,0.10130841581634442,,
24,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T10:19:00.000000Z,2026-05-17T10:20:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.4320545901874033,9.526818698679467,2.0227978355046106,7.789940083143561,0.6917645820450571,1.6991964236543722,-0.15420671751262693,,
25,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T10:27:00.000000Z,2026-05-17T10:28:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.806173269904591,14.549018677000216,2.17940544131041,8.357669072847155,0.6031802248237881,1.7135568988420726,-0.16098010223179404,,
26,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T10:31:00.000000Z,2026-05-17T10:32:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,6.797847705672892,75.00789115233015,6.522224990193048,72.2462484308499,0.9205527734714976,6.309147658494942,11.66595742086701,,
27,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T10:37:00.000000Z,2026-05-17T10:38:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.443734748300313,9.230484585334974,2.110011177186246,7.449978787050938,0.7455235782714602,1.9855127148914513,-0.011849514445819498,,
28,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T10:41:00.000000Z,2026-05-17T10:42:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.67922495034182,54.90962382356669,4.512612807288824,47.403234618574544,0.9300542787936393,5.821612687203138,15.000497091018335,,
29,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T10:44:00.000000Z,2026-05-17T10:45:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.8057568769241965,26.225615962450757,3.5749809007810986,26.108388205132403,0.8823997375319789,3.628372618170964,5.0483196475015575,,
30,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T10:46:00.000000Z,2026-05-17T10:47:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.5962154831963575,14.866009485637807,2.321289588916316,14.083231568104193,0.7994239881794524,3.315595683929967,1.6243178109460752,,
31,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T10:48:00.000000Z,2026-05-17T10:49:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.2405101332982467,9.248285721237746,1.8117390114765681,8.234241572666138,0.6538790860424196,2.6345772533667318,0.14466064448927662,,
32,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T10:52:00.000000Z,2026-05-17T10:53:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.101428421943218,49.92833000525751,4.844503561393075,56.88927562827082,0.9018098282908201,8.387072870017674,20.92947858202343,,
33,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T10:54:00.000000Z,2026-05-17T10:55:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.143249510596332,19.10277974536883,2.2834878499556988,18.182709430637956,0.527763920292219,5.825558452551331,4.8273585000288515,,
34,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T10:55:00.000000Z,2026-05-17T10:56:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.7358047934529597,10.204480115147465,1.7387714637013576,6.49810156713953,0.4039380790001029,1.7739070197692788,-0.07747992708920926,,
35,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T11:02:00.000000Z,2026-05-17T11:03:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.104983075284306,32.60204184807817,3.7832110310779803,34.88227328039264,0.849372885472339,5.419023596081604,8.0435532032634,,
36,,AK,K222,,HNZ,61.0876,-149.8366,2026-05-17T11:04:00.000000Z,2026-05-17T11:05:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.1948018462751455,8.052848020956521,1.7305638442640343,5.698942086681068,0.6217053695161787,1.689186509543976,-0.09108534571311555,,
