window_id,event_id,network,station,location,channel,latitude,longitude,start_time,end_time,sampling_rate,native_sampling_rate,window_len_sec,p_offset_sec,window_type,label,label_name,label_method,source,bandpass_hz,rms,peak,rms_band,peak_band,band_ratio,stalta_band_max,kurtosis_band,reviewed,review_label,reference_rms,band_active_sec,coincident_stations,rms_ratio
0,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-23T08:24:00.003000Z,2026-08-23T08:25:00.003000Z,100.0,100.0,60.0,,aircraft,5,Aircraft,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,272.88291385416625,1471.8784758757683,108.50632208546824,446.14390081456895,0.15810929355860778,3.527491663293138,1.4857051797168515,,,38.05416986301356,26,2,2.851364843223924
1,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-23T08:38:00.003000Z,2026-08-23T08:39:00.003000Z,100.0,100.0,60.0,,aircraft,5,Aircraft,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,258.7777777447794,1305.1203026553121,111.26632095880596,624.3187269884431,0.18487300413313035,4.335393869946575,2.216464011160393,,,38.24268004772615,25,2,2.9094802147743746
2,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-23T09:00:00.003000Z,2026-08-23T09:01:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,348.25820697806415,2474.118445978409,87.20087530443092,505.1049956538694,0.06269587519151065,1.6427944897027815,0.4844920107570676,,,79.70669613777383,0,0,1.0940219521042915
3,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-23T09:09:00.003000Z,2026-08-23T09:10:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,219.6408555633728,831.1175964210561,79.70669613777383,275.7593284964414,0.13169320352475417,1.3500802100312035,-0.5231361912693209,,,79.70669613777383,0,0,1.0
4,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-23T09:11:00.003000Z,2026-08-23T09:12:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,265.65171107856867,1162.8825215535144,83.07187646150602,401.4191641586096,0.09778737904140425,1.7294653834620703,1.4140745656968052,,,83.07187646150602,0,0,1.0
5,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-23T09:14:00.003000Z,2026-08-23T09:15:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,204.05197408416834,823.1171793606736,53.88569552705192,197.91707962372192,0.06973734102278047,1.644978026494372,-0.15348679896979567,,,76.87488476275789,0,0,0.7009531876808341
6,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-23T09:15:00.003000Z,2026-08-23T09:16:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,256.45764094088145,1116.8828949270392,42.55625419302118,153.08730806860797,0.02753566076363129,1.849094158209158,-0.1879550851813483,,,68.30951310010565,0,0,0.6229916194931181
7,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-23T09:24:00.003000Z,2026-08-23T09:25:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,242.4035142801049,1040.1163690899557,47.07293824802267,143.31413191149852,0.03771071712435098,1.8352441776029262,-0.5991653054934618,,,53.88569552705192,0,0,0.873570207967176
8,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-23T09:25:00.003000Z,2026-08-23T09:26:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,402.98116699716843,3781.1162162003056,103.59600245618257,1373.2014908685414,0.06608706945761791,6.2348239694318845,35.12821574528195,,,52.12081288068358,6,0,1.9876129463547976
9,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-23T09:27:00.003000Z,2026-08-23T09:28:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,390.82486277142647,1632.883880647485,78.6374242200284,475.5407872197645,0.04048500443859308,1.8600891457265316,0.8109500480744356,,,50.95525987543534,1,0,1.5432641186064906
