window_id,event_id,network,station,location,channel,latitude,longitude,start_time,end_time,sampling_rate,native_sampling_rate,window_len_sec,p_offset_sec,window_type,label,label_name,label_method,source,bandpass_hz,rms,peak,rms_band,peak_band,band_ratio,stalta_band_max,kurtosis_band,reviewed,review_label,reference_rms,band_active_sec,coincident_stations,rms_ratio
0,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-17T08:50:00.003000Z,2026-08-17T08:51:00.003000Z,100.0,100.0,60.0,,aircraft,5,Aircraft,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,531.0821467866023,1823.166407813335,113.50264925132004,634.8848466817061,0.0456760555711543,4.437171518341961,5.21121180185421,,,26.492399754767554,29,2,4.284347597876413
1,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-17T08:51:00.003000Z,2026-08-17T08:52:00.003000Z,100.0,100.0,60.0,,aircraft,5,Aircraft,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,558.6885492386656,1926.8335897686497,68.76065766533243,434.8568322797707,0.015147484028575499,2.44185213478421,5.019184457256177,,,26.60244765620646,17,2,2.5847492890110164
2,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-17T09:01:00.003000Z,2026-08-17T09:02:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,412.12961759106037,1696.176083947294,21.758791320536783,84.5878476572149,0.002787416598894812,2.5211734028088624,0.1510039237926235,,,28.64024723428993,0,0,0.7597277754811338
3,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-17T09:02:00.003000Z,2026-08-17T09:03:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,444.01876660781306,1416.1766709200442,18.53145244015299,141.8092297337783,0.001741872114016811,3.5411324372446846,1.4278744062833644,,,28.64024723428993,0,0,0.6470423348149716
4,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-17T09:12:00.003000Z,2026-08-17T09:13:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,446.7207946476326,1674.8144072150476,33.23927306940998,170.10718074356984,0.0055364412583567835,3.154318911542193,0.6952557937123198,,,31.432858588068243,0,0,1.0574689850838908
5,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-17T09:14:00.003000Z,2026-08-17T09:15:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,440.72800882452714,1666.8124282222138,55.54167473765492,288.0516403468253,0.01588168723130596,2.6112814162099216,2.4626634351422165,,,28.80962348417803,11,0,1.9278861720687839
6,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-17T09:17:00.003000Z,2026-08-17T09:18:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,397.3705124041236,1468.1900115532976,24.161235899233812,137.5360360216426,0.0036969792966742372,2.7280708854093194,1.242854594430832,,,30.77353281923605,0,0,0.7851303924433078
7,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-17T09:18:00.003000Z,2026-08-17T09:19:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,380.6130841610128,1348.1909254112347,13.687216221643418,51.34514789993315,0.0012931914617004602,1.6537042947213694,-0.012703060620192552,,,32.1312284397569,0,0,0.42597861601543463
8,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-17T09:30:00.003000Z,2026-08-17T09:31:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,407.9431121199112,1817.797672446622,49.72339848344326,288.2758735779404,0.01485670153503467,3.7268636561826893,2.1354923558198324,,,28.000236562417204,7,0,1.7758206568220058
9,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-17T09:31:00.003000Z,2026-08-17T09:32:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,418.32574230871194,1428.203175671572,25.588381625537828,106.27928778876789,0.0037415922521575255,2.0899313207517203,0.3066198680036565,,,27.341064942253837,0,0,0.935895572450532
10,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-17T09:32:00.003000Z,2026-08-17T09:33:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,393.91772035010774,1429.204425784496,28.761956851064816,134.5590364098952,0.005331210428708968,2.693479064354869,0.5059414144941838,,,27.280750219737065,0,0,1.0542949376170794
11,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-17T09:35:00.003000Z,2026-08-17T09:36:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,370.43447744240314,1417.2068227913937,27.280750219737065,213.4053943649758,0.005423627030427727,2.3523632211572396,1.0313316810402577,,,27.280750219737065,0,0,1.0
12,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-17T09:37:00.003000Z,2026-08-17T09:38:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,323.23159060439104,1016.2082427697591,27.26089151033853,131.2547724604226,0.007112995109760556,3.219503447914116,1.5320395087780918,,,27.280750219737065,0,0,0.9992720614631717
13,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-17T09:41:00.003000Z,2026-08-17T09:42:00.003000Z,100.0,100.0,60.0,,aircraft,5,Aircraft,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,415.26880099561794,1413.7875344721047,78.4628210787957,365.14874161015837,0.03570008332865722,5.9982263945114696,1.438233139249828,,,27.26089151033853,25,2,2.8782191898984353
14,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-17T09:44:00.003000Z,2026-08-17T09:45:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,382.8254267887425,1180.2152624137584,28.000236562417204,133.70828672105597,0.005349606653500256,1.751962958239239,0.5984337689992629,,,25.49214625563969,0,0,1.0983867847620967
15,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-17T09:45:00.003000Z,2026-08-17T09:46:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,382.03233917346154,1145.7844923090101,24.00610082042564,97.24591679956004,0.003948598681065511,1.8886123327350126,0.11814339122429551,,,25.444150184920304,0,0,0.9434821224508046
16,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-17T09:55:00.003000Z,2026-08-17T09:56:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,398.1281829258837,1293.7752802824957,20.15512114555094,153.73237235123125,0.0025628605866442563,5.0127476847070955,1.9952556702321749,,,21.580045128108495,0,0,0.9339702964429134
17,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-17T09:58:00.003000Z,2026-08-17T09:59:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,478.9096439306779,1882.227888372929,22.686001955804976,87.99634656849312,0.0022439272111738047,1.9485394166619499,0.03814254494603597,,,21.580045128108495,0,0,1.0512490507378942
18,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-17T10:01:00.003000Z,2026-08-17T10:02:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,499.0923269356234,1701.7695943240083,18.510266640013008,67.73171153973917,0.0013755094027101784,1.713082601120792,0.05675369669396524,,,21.580045128108495,0,0,0.8577492090553124
19,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-17T10:09:00.003000Z,2026-08-17T10:10:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,591.7515114945479,2257.2372113258048,16.102497746127817,71.10592190045588,0.0007404704678598479,1.9146100344418018,0.15037319689701967,,,22.59953184321062,0,0,0.7125146599426284
20,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-17T10:11:00.003000Z,2026-08-17T10:12:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,586.1405719067499,1915.7605447577675,23.97410194197188,102.46653481436711,0.0016729429377667871,2.1470754736637003,-0.04318280547605191,,,22.952780094072946,0,0,1.0444966511121094
