window_id,event_id,network,station,location,channel,latitude,longitude,start_time,end_time,sampling_rate,native_sampling_rate,window_len_sec,p_offset_sec,window_type,label,label_name,label_method,source,bandpass_hz,rms,peak,rms_band,peak_band,band_ratio,stalta_band_max,kurtosis_band,reviewed,review_label,reference_rms,band_active_sec,coincident_stations,rms_ratio
0,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T08:00:00.003000Z,2026-09-09T08:01:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,244.19401024435444,999.9928873435251,64.66016341830372,346.49312977966304,0.07011381229585144,3.0638369374547993,2.010448709037477,,,27.118518764664543,23,0,2.384354543086475
1,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T08:01:00.003000Z,2026-09-09T08:02:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,259.5483108298072,924.9928936058946,44.00205365902188,193.12268727321728,0.028741503249588338,1.9186332923100249,0.27393970845617366,,,28.261304296965722,0,0,1.5569717942475205
2,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T08:02:00.003000Z,2026-09-09T08:03:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,145.9494071877858,598.993964561459,25.975733232363368,91.75611382665859,0.031676045660863676,1.9446674795164578,-0.030974498787638804,,,28.795803611353485,0,0,0.9020666199474207
3,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T08:03:00.003000Z,2026-09-09T08:04:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,145.19985903871924,581.9940016818668,21.930049907579637,123.85043424552433,0.022811132679431124,2.1984457774664756,2.0881539206787245,,,29.330302925741243,0,0,0.7476925813927786
4,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T08:04:00.003000Z,2026-09-09T08:05:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,160.45993415071575,591.9948267714476,21.9559995728581,145.2437992981109,0.01872290389385258,5.866743901141148,2.60463848749359,,,31.20685999578514,0,0,0.7035632414098542
5,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T08:05:00.003000Z,2026-09-09T08:06:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,171.06465171540108,707.0046332128245,39.05473947223807,126.96904141255688,0.05212270367586064,5.415547057979332,-0.37697482435888885,,,33.08341706582904,0,0,1.1804929156660982
6,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T08:06:00.003000Z,2026-09-09T08:07:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,201.5080329570332,918.9960755237857,37.45916229702146,134.31401637583005,0.034556630930953895,1.579414228444021,-0.265777526787061,,,34.396139673120956,0,0,1.0890513485818327
7,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T08:07:00.003000Z,2026-09-09T08:08:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,233.26434329430833,1192.0035798644954,35.70886228041288,136.95982460358616,0.023434479461510553,1.7167644122371915,-0.23153389243808364,,,35.70886228041288,0,0,1.0
8,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T08:08:00.003000Z,2026-09-09T08:09:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,191.1661311722003,694.0031876043308,33.08341706582904,119.19577540672091,0.02995013731253573,1.630890916886973,-0.20787276194424598,,,36.58401228871717,0,0,0.9043135237528951
9,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-09T08:09:00.003000Z,2026-09-09T08:10:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,145.18644984761096,565.0022434390107,29.330302925741243,101.4298189735808,0.04081134662803094,1.898294215454267,-0.2503515540156531,,,37.45916229702146,0,0,0.7829940961619802
