window_id,event_id,network,station,location,channel,latitude,longitude,start_time,end_time,sampling_rate,native_sampling_rate,window_len_sec,p_offset_sec,window_type,label,label_name,label_method,source,bandpass_hz,rms,peak,rms_band,peak_band,band_ratio,stalta_band_max,kurtosis_band,reviewed,review_label
0,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-13T09:01:00.000000Z,2026-06-13T09:02:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.3673005305221886,13.70129236841808,2.7682122770599147,11.024292852913826,0.6758261985775117,1.9421837022806105,0.1850237553700982,,
1,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-13T09:02:00.000000Z,2026-06-13T09:03:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.362443310364497,44.504393149070246,4.836428982706989,47.95997718023341,0.8134375229586073,4.505005854477282,9.865791993683516,,
2,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-13T09:11:00.000000Z,2026-06-13T09:12:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,6.11237459737514,92.65307504573954,5.889223845215129,91.0034386806078,0.928316777204105,8.044779475699336,38.01935070197149,,
3,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-13T09:13:00.000000Z,2026-06-13T09:14:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,8.790037256718403,66.22921289574022,8.5230963342197,69.27124466043621,0.9401850966377394,5.422907260871408,9.579114246249857,,
4,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-13T09:16:00.000000Z,2026-06-13T09:17:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.798880523881391,40.6342150676345,4.523313181995219,44.79955241363278,0.8884509194885285,7.097913598253388,8.033363016210808,,
5,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-13T09:17:00.000000Z,2026-06-13T09:18:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.217300626312611,14.926453850491997,2.8151439812825725,13.422101299442806,0.7656282273061998,2.6861716297592517,0.5842305814979087,,
6,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-13T09:18:00.000000Z,2026-06-13T09:19:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,6.125508666620298,57.497646967940895,5.805062230224839,53.9333624213841,0.8981098140568972,5.3666688016788875,10.834350684223386,,
7,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-13T09:19:00.000000Z,2026-06-13T09:20:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,6.654528848273562,65.5334741435667,6.345290526561591,71.14763976103544,0.9092187828119964,5.169017413439194,12.323482568663199,,
8,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-13T09:28:00.000000Z,2026-06-13T09:29:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.296759836479119,13.031293656319749,2.2396660523900747,8.746710688554483,0.4615214742119044,1.845710301922889,0.12539209477277558,,
9,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-13T09:29:00.000000Z,2026-06-13T09:30:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,2.846491540110785,11.439116463409341,2.142598657893614,7.470140022717288,0.566580811707631,1.8412443086107197,-0.05273705792266403,,
10,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-13T09:30:00.000000Z,2026-06-13T09:31:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.7309530888688203,22.703351314132664,3.226260198447068,22.270713758705742,0.7477547901700378,3.126510693909523,3.6588611536769946,,
11,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-13T09:33:00.000000Z,2026-06-13T09:34:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.60970311729542,67.51137288864378,5.1948304375625,64.15066301228198,0.8575570026261852,4.869811649127326,22.316360804937492,,
12,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-13T09:35:00.000000Z,2026-06-13T09:36:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.1780178174396925,66.06512109969552,4.2993665371226655,53.663255768352265,0.689416800933201,4.601574643449303,11.428118390059202,,
13,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-13T09:42:00.000000Z,2026-06-13T09:43:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.853535596113908,46.0150702652394,4.192334136837229,45.534464672982224,0.7460970805970076,6.244099269926206,10.095999263007217,,
14,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-13T09:43:00.000000Z,2026-06-13T09:44:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.248029732934258,34.36498981033914,3.6342471098295017,33.80405621706441,0.7319034795470526,4.548384747155151,6.9398015641208435,,
15,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-13T09:47:00.000000Z,2026-06-13T09:48:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,6.187428031744414,55.49548806388228,5.768433868519459,59.99372458594179,0.8691515621955329,4.582770246394019,10.823431793330823,,
16,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-13T09:52:00.000000Z,2026-06-13T09:53:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,4.5731080539171485,51.64413374550403,3.990873801539412,39.40071419479764,0.7615756741053729,4.403376075380428,8.860355945173257,,
17,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-13T09:53:00.000000Z,2026-06-13T09:54:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.048304816018828,11.146378668722345,2.073577683054478,9.549421255800812,0.46272592872887175,1.5918247019843306,-0.08137068692961691,,
18,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-13T09:56:00.000000Z,2026-06-13T09:57:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.2512795260647787,12.779585009757064,2.7350414132464493,14.979036704411566,0.7076511144443934,2.3259534394766677,0.6804682525871222,,
19,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-13T10:02:00.000000Z,2026-06-13T10:03:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,5.205810233104002,56.516527253310095,4.867074193958853,62.287460263190866,0.8740962717777349,7.207679239280706,23.36575938658274,,
20,,AK,K222,,HNZ,61.0876,-149.8366,2026-06-13T10:10:00.000000Z,2026-06-13T10:11:00.000000Z,100.0,200.0,60.0,,noise,0,Noise,events:arr_summer_2026.csv,AK,2.0-20.0,3.2057376537399227,18.042827683603992,2.5870201923535427,19.689734916992315,0.6512439178528318,4.952158988396024,1.5300507649464148,,
