window_id,event_id,network,station,location,channel,latitude,longitude,start_time,end_time,sampling_rate,native_sampling_rate,window_len_sec,p_offset_sec,window_type,label,label_name,label_method,source,bandpass_hz,rms,peak,rms_band,peak_band,band_ratio,stalta_band_max,kurtosis_band,reviewed,review_label,reference_rms,band_active_sec,coincident_stations,rms_ratio
0,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-13T09:00:00.003000Z,2026-09-13T09:01:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,161.44181114246967,710.6852275693115,38.94437476950243,142.04826124821386,0.05819121560101956,4.666952770047636,-0.11855187582383175,,,35.073354391499834,0,0,1.1103692659331368
1,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-13T09:09:00.003000Z,2026-09-13T09:10:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,138.56935081014285,568.3090889697427,18.54155723161565,82.83485014523157,0.01790432890723404,1.8599318531712326,0.19391795121289013,,,28.379788427670565,0,0,0.6533366969549869
2,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-13T09:11:00.003000Z,2026-09-13T09:12:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,213.7231119966831,1049.6921857218463,38.02587553180496,181.4520893368961,0.03165595836708698,2.5982997565289163,1.4723088696339097,,,28.379788427670565,1,0,1.3398928476411531
3,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-13T09:14:00.003000Z,2026-09-13T09:15:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,166.5250798833046,791.6936588285413,21.52114602625626,88.15780413680031,0.016702115678541858,2.073626863433156,0.0042349566245114545,,,28.776251437433856,0,0,0.7478787177352877
4,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-13T09:15:00.003000Z,2026-09-13T09:16:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,149.49999639123237,525.6942460839952,40.10790084701956,156.97018882465403,0.0719743084760206,4.534665668730387,0.04201833356612594,,,28.776251437433856,1,0,1.3937847649900925
5,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-13T09:24:00.003000Z,2026-09-13T09:25:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,188.08185286022103,750.2999187499603,28.379788427670565,153.4781673840587,0.02276798087082967,2.6150112760568716,1.0806616124524657,,,33.35594796407356,0,0,0.8508164258511667
6,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-13T09:25:00.003000Z,2026-09-13T09:26:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,150.37663490303905,583.2997319099208,21.497108945386703,263.9301776527571,0.020436164542485192,2.8775485830700283,11.925741954509423,,,33.35594796407356,0,0,0.6444760307379191
7,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-13T09:26:00.003000Z,2026-09-13T09:27:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,222.79748953608717,1170.2987017288447,18.391333556261422,97.28504112865943,0.006814058477382479,2.9745140822484046,0.7718687668499711,,,33.35594796407356,0,0,0.5513659385747345
8,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-13T09:29:00.003000Z,2026-09-13T09:30:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,215.72285969824418,865.7027257946162,69.73169321277251,315.757615596245,0.1044884011922533,2.510572129401742,0.8252646619665565,,,33.35594796407356,13,0,2.0905324977685513
9,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-13T09:31:00.003000Z,2026-09-13T09:32:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,148.84127084496228,859.7039052223687,40.037020621556266,162.13867357941962,0.07235636893366683,1.6900399498261909,-0.33349516804544876,,,34.665437470041596,0,0,1.1549550083179212
10,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-13T09:38:00.003000Z,2026-09-13T09:39:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,172.9222324826779,635.2912254639608,18.061469721110818,93.43306586213453,0.010909491473673032,2.110315368188945,0.18342864739189046,,,34.82352026028118,0,0,0.5186572059950892
11,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-13T09:39:00.003000Z,2026-09-13T09:40:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,240.94605840331195,1067.7094135207794,34.665437470041596,228.80202545003553,0.020699207504054434,4.0533248469212175,0.7731928303839135,,,34.82352026028118,0,0,0.9954604592224443
12,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-13T09:49:00.003000Z,2026-09-13T09:50:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,286.03227702883805,1019.7154658473979,36.12423124145276,132.62492054664733,0.015950236998733543,1.5744727599077222,-0.3006216886074049,,,34.665437470041596,0,0,1.0420820816893448
13,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-13T09:52:00.003000Z,2026-09-13T09:53:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,187.79475151733783,836.7169807472625,21.393848427827653,131.42523596917306,0.012978094383124108,2.280740295714774,0.6576389234018323,,,34.82352026028118,0,0,0.6143505385993079
14,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-13T09:55:00.003000Z,2026-09-13T09:56:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,201.68674489111177,2159.7188484306193,31.07475508594589,213.76650459523134,0.02373890679960424,3.3114249473826467,3.117236066525252,,,34.06852240782755,0,0,0.9121251198967814
15,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-13T10:03:00.003000Z,2026-09-13T10:04:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,115.0272944240801,451.7240109110631,34.06852240782755,104.4368707713005,0.08772124495301711,1.5337832342999076,-0.506485478726391,,,35.52016126322482,0,0,0.9591319745245582
16,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-09-13T10:05:00.003000Z,2026-09-13T10:06:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,184.91011203953587,808.7251094157679,47.731618407316276,299.9666088902781,0.06663325003257169,3.9389694333526055,3.451821068258605,,,35.52016126322482,4,0,1.3437894623731446
