window_id,event_id,network,station,location,channel,latitude,longitude,start_time,end_time,sampling_rate,native_sampling_rate,window_len_sec,p_offset_sec,window_type,label,label_name,label_method,source,bandpass_hz,rms,peak,rms_band,peak_band,band_ratio,stalta_band_max,kurtosis_band,reviewed,review_label,reference_rms,band_active_sec,coincident_stations,rms_ratio
0,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T09:06:00.003000Z,2026-08-29T09:07:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,608.2899112285845,2148.3572192201327,27.997701648176577,119.17868276758965,0.0021184759372082085,2.0570063078207887,0.4177810356642313,,,40.22594259833861,0,0,0.696011077421786
1,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T09:07:00.003000Z,2026-08-29T09:08:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,620.5815884186076,2169.6433514146074,22.61880106111805,171.9870374511907,0.0013284383005592057,3.8639155754750854,1.0319279420411114,,,40.09519547127111,0,0,0.5641274670259384
2,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T09:16:00.003000Z,2026-08-29T09:17:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,643.3202414404024,2541.352554929287,44.35104603340568,144.0118538707028,0.004752841177290301,1.8226455651193798,-0.4851457474195122,,,42.98187588467727,0,0,1.03185459267534
3,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T09:18:00.003000Z,2026-08-29T09:19:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,592.8823804384457,2234.6485510216908,23.7905838260707,112.13224679822409,0.0016101751200380007,1.523031684682872,0.8785792268433279,,,40.09519547127111,0,0,0.5933524839183553
4,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T09:21:00.003000Z,2026-08-29T09:22:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,573.307184505744,2437.6498525890484,30.03189717439426,132.2084553011177,0.00274404208697373,2.350739353314912,0.5427793574127264,,,39.92150959341583,0,0,0.7522735858502545
5,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T09:22:00.003000Z,2026-08-29T09:23:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,655.9707598027279,2198.6504212170576,28.444506687335668,140.98132268429595,0.0018803030501867953,2.4876691402918554,0.5666769992749434,,,39.92150959341583,0,0,0.7125107987406109
6,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T09:31:00.003000Z,2026-08-29T09:32:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,573.8305964766677,1833.6550935348416,45.811317978571395,265.83612626997814,0.006373502654271251,3.2577897457974703,0.422226725895428,,,30.03189717439426,1,0,1.5254220441867707
7,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T09:32:00.003000Z,2026-08-29T09:33:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,603.8365934425574,1878.6553145163373,39.04272873813989,151.87269736440936,0.004180627470168701,1.568585031806142,-0.22457120415362697,,,30.03189717439426,0,0,1.300042035686924
8,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T09:33:00.003000Z,2026-08-29T09:34:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,583.2158579842368,2014.3443630417212,39.92150959341583,207.66894217908398,0.004685492664752749,3.066832599101448,1.5046776153720698,,,30.03189717439426,1,0,1.3293036188021325
9,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T09:36:00.003000Z,2026-08-29T09:37:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,543.0161828634997,1644.3429279864474,24.345925736469162,98.9791121868397,0.0020101434021943146,1.6484703176131013,0.20372331354650397,,,30.03189717439426,0,0,0.8106689229485955
10,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T09:38:00.003000Z,2026-08-29T09:39:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,491.6362326996322,1615.3417281203444,19.223988141490633,69.76804905069187,0.001528970885046907,1.600119121925021,-0.0316184507711994,,,31.349894475164636,0,0,0.6132074274355169
11,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T09:45:00.003000Z,2026-08-29T09:46:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,550.6528633913737,1826.66141851808,40.86297946092243,140.05365230202534,0.005506862780853776,1.552584233414376,-0.3121927480731723,,,31.75866934415171,0,0,1.2866716491837924
12,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T09:46:00.003000Z,2026-08-29T09:47:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,559.9234800846533,2514.66222177337,40.09331392646279,136.70261351049427,0.005127274269159372,1.8053629766351353,-0.2793000060992257,,,31.75866934415171,0,0,1.262436832349397
13,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T09:56:00.003000Z,2026-08-29T09:57:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,576.1657111800569,1896.6670905905005,31.75866934415171,160.9347882749394,0.003038293869865748,2.4818461463212667,0.5562448940033473,,,32.65901762089919,0,0,0.9724318628564219
14,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T09:59:00.003000Z,2026-08-29T10:00:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,576.2429375692142,1788.3317843544216,41.81415477115867,150.81753899107093,0.005265449033138631,1.847585190751764,-0.10837384092445612,,,34.436963843958985,0,0,1.2142230354751151
15,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T10:02:00.003000Z,2026-08-29T10:03:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,552.3297628289148,1801.6695799835645,42.576027467010796,169.65524377300102,0.00594201005385912,2.005355526938522,-0.07318000041784734,,,34.436963843958985,0,0,1.2363467249880562
16,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T10:10:00.003000Z,2026-08-29T10:11:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,677.6006724767041,2375.3264058269788,23.17685499270479,99.11289541214603,0.001169933967984553,2.8427867596766836,0.20615455262314475,,,35.30174026017423,0,0,0.6565357634465356
17,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T10:12:00.003000Z,2026-08-29T10:13:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,638.8320046105407,1828.3252464166223,40.377965169776516,147.57791183256296,0.0039949884403737935,2.9524569650184613,0.1899636807408438,,,36.90528177915845,0,0,1.0940971921417275
18,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T10:15:00.003000Z,2026-08-29T10:16:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,596.8353729770125,2306.3239500667705,71.97577181807978,287.48968903944103,0.014543319718158917,2.630063468782336,0.1993016036261741,,,37.827786809025284,3,0,1.9027222549775809
19,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T10:16:00.003000Z,2026-08-29T10:17:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,594.673632106491,1902.6765520982256,58.802471097679195,263.83583963120395,0.009777634296307722,3.0263180942479924,0.5270746418265886,,,37.827786809025284,1,0,1.5544782303692584
20,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T10:18:00.003000Z,2026-08-29T10:19:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,686.9244296358768,2314.3224086546224,32.23472210814629,136.41035810540114,0.0022020640025581044,2.6177426442220106,0.3188151488831523,,,36.90528177915845,0,0,0.8734446820116202
21,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T10:23:00.003000Z,2026-08-29T10:24:00.003000Z,100.0,100.0,60.0,,aircraft,5,Aircraft,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,579.7267476902906,2170.320046568734,98.97122839433867,618.9563900842629,0.029145482149967962,6.221539669943416,3.6978456270721214,,,36.90528177915845,16,2,2.6817632496774695
22,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T10:24:00.003000Z,2026-08-29T10:25:00.003000Z,100.0,100.0,60.0,,aircraft,5,Aircraft,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,537.7601019181587,1803.3196628812846,109.28357108253977,616.13144309813,0.04129834056438093,3.0684892849486776,1.9778365515943266,,,37.68880768418059,30,2,2.8996293010460557
23,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T10:27:00.003000Z,2026-08-29T10:28:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,504.27542956251096,1530.6818038001104,36.90528177915845,155.28615440010987,0.00535601069056132,3.1180777190385967,0.4773943136904819,,,38.60221592730584,0,0,0.9560404990391487
24,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T10:37:00.003000Z,2026-08-29T10:38:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,526.7006418375211,2063.686601177523,26.535135939657025,93.01490928424629,0.0025381362894547946,1.6149169356020572,-0.05561847361495653,,,42.44743806912144,0,0,0.6251292692022352
25,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T10:40:00.003000Z,2026-08-29T10:41:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,487.8052636472094,1798.6881776673756,48.00771974580328,220.64506913026884,0.009685659392108923,2.562209995674534,0.8915052055189934,,,42.44743806912144,0,0,1.1309921618267627
26,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-29T10:44:00.003000Z,2026-08-29T10:45:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,629.5225563826982,4575.689822386167,96.1341641465771,1319.4169718020826,0.02332023472602549,2.172163205604511,30.874271503948364,,,42.44743806912144,11,0,2.2647813041162146
