window_id,event_id,network,station,location,channel,latitude,longitude,start_time,end_time,sampling_rate,native_sampling_rate,window_len_sec,p_offset_sec,window_type,label,label_name,label_method,source,bandpass_hz,rms,peak,rms_band,peak_band,band_ratio,stalta_band_max,kurtosis_band,reviewed,review_label,night_rms_ref,burst_ratio
0,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-10T09:00:59.996000Z,2026-09-10T09:01:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,260.24356341021235,1936.689205698501,228.9560529737528,2084.840903805728,0.7740058894911297,4.20229847623196,3.555063813702337,,,282.550101460984,7.378659193628404
1,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-10T09:01:59.996000Z,2026-09-10T09:02:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,303.6722469565248,2333.3101361506383,275.61733743708294,2150.2223767554574,0.8237640976569106,5.580492549146898,4.994350872255295,,,282.550101460984,7.6100569974573915
2,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-10T09:02:59.996000Z,2026-09-10T09:03:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,233.16166161772395,1153.3092661051567,199.119172403045,972.9302371274151,0.7293095051886271,2.6492762328902946,0.5901316268273709,,,282.550101460984,3.44339015309737
3,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-10T09:03:59.996000Z,2026-09-10T09:04:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,449.16801633061493,4677.309024144405,423.37774417376943,4534.100770714977,0.8884610659740103,7.184042728542596,21.439261067706838,,,282.550101460984,16.047068280175683
4,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-10T09:04:59.996000Z,2026-09-10T09:05:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,272.06032163889626,1408.3081072926805,242.97148908533063,1314.0717045443894,0.7975909477979092,2.7043564446067023,2.0211638764851942,,,282.550101460984,4.650756441953864
5,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-10T09:05:59.996000Z,2026-09-10T09:06:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,500.57076332768474,5081.30752733578,472.0049886983495,4973.280631393483,0.8891237618741602,6.976786733203549,11.857997173914217,,,282.550101460984,17.60141159276922
6,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-10T09:06:59.996000Z,2026-09-10T09:07:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,428.7360855492228,5217.307176564279,403.60466442858535,5074.455350606706,0.8862010832117386,6.536405318104564,22.99894962298697,,,282.550101460984,17.959488686672486
7,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-10T09:07:59.996000Z,2026-09-10T09:08:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,413.57776398859295,3541.306082619751,384.88462815080794,3447.136966966134,0.8660575871306841,5.082598764926953,7.723506772438753,,,282.550101460984,12.200091060459705
8,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-10T09:08:59.996000Z,2026-09-10T09:09:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,334.36166868700275,2421.6943176011696,301.59534927775024,2396.108582789162,0.8136100650492875,6.385306985117202,6.03834766838173,,,282.550101460984,8.480296309927283
9,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-10T09:09:59.996000Z,2026-09-10T09:10:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,329.97423645485134,2588.304860921708,284.9206288901692,2728.408987562621,0.7455687959523629,4.2812593701272394,4.99806950333458,,,282.550101460984,9.656372351150523
10,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-10T09:10:59.996000Z,2026-09-10T09:11:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,329.5631051903272,3194.6957191453216,299.8132697995774,3404.3423869052795,0.8276077129105359,6.196902707110311,21.26752222810984,,,282.550101460984,12.048632682495668
