window_id,event_id,network,station,location,channel,latitude,longitude,start_time,end_time,sampling_rate,native_sampling_rate,window_len_sec,p_offset_sec,window_type,label,label_name,label_method,source,bandpass_hz,rms,peak,rms_band,peak_band,band_ratio,stalta_band_max,kurtosis_band,reviewed,review_label,night_rms_ref,burst_ratio
0,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:00:59.996000Z,2026-09-09T09:01:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,196.20354946450806,974.1205658430856,167.24856991644546,1021.5190319959122,0.7266262888269728,2.8704648180575365,0.8573599552936462,,,266.39065574664994,3.834665405709369
1,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:01:59.996000Z,2026-09-09T09:02:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,292.8338478627399,1812.121131386598,266.1262549616196,2046.6833670261005,0.8259103270191135,4.439724383312541,3.3976955688698256,,,266.39065574664994,7.683014861349314
2,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:03:59.996000Z,2026-09-09T09:04:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,299.27024826523757,2431.124074582623,271.30799264897604,2041.9556697128182,0.8218604629194654,4.482137123459275,5.385535913110147,,,266.39065574664994,7.6652676273105245
3,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:04:59.996000Z,2026-09-09T09:05:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,280.7477209978454,1779.125009882887,254.81224429909517,1794.331788419365,0.8237740499622153,4.712103730216439,2.7006692429144197,,,266.39065574664994,6.73571594840721
4,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:05:59.996000Z,2026-09-09T09:06:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,333.13540385887296,3864.1254618287,307.20586328376106,3979.483698610353,0.8503885838822609,6.101772671463631,22.713250190504652,,,266.39065574664994,14.93852585578313
5,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:06:59.996000Z,2026-09-09T09:07:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,367.1827295044394,4756.126551915234,340.5777202840187,4510.119935021907,0.8603357632848401,6.364522021422479,18.489500500605146,,,266.39065574664994,16.93047348969794
6,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:07:59.996000Z,2026-09-09T09:08:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,287.13943912623665,2272.8713706010117,258.6515049117701,2269.7250904952557,0.8114174136159154,3.3219932620848502,5.2906679399998975,,,266.39065574664994,8.520287936277581
7,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:08:59.996000Z,2026-09-09T09:09:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,280.32298158295845,2091.1289220447156,252.55342717207566,1944.2289969905912,0.811687999355564,3.2807010954500675,3.545883226555512,,,266.39065574664994,7.298412894931437
8,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:09:59.996000Z,2026-09-09T09:10:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,320.17726207384334,2191.130850008319,295.54349997493165,2071.028080124715,0.8520436639399444,5.120096250529828,5.924911198488436,,,266.39065574664994,7.774402125029341
9,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:10:59.996000Z,2026-09-09T09:11:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,292.6673633966208,2995.868982228191,267.5588099781096,2967.609951801017,0.8357760487418237,6.887337372682797,15.414329722770496,,,266.39065574664994,11.140067745556937
10,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:11:59.996000Z,2026-09-09T09:12:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,436.68347037474297,2858.132317938854,384.06605447359266,2997.780259041857,0.7735321018078826,5.439472837483653,4.200020737176066,,,266.39065574664994,11.253323622180227
11,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:12:59.996000Z,2026-09-09T09:13:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,345.4902187718015,2786.8664084127654,298.75432799477585,2538.543932901064,0.7477508201898199,4.838913235281392,7.8167339132718965,,,266.39065574664994,9.529403070786909
12,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:13:59.996000Z,2026-09-09T09:14:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,219.72123663993824,882.1344917173494,187.79072075258335,844.79492090269,0.7304730340515854,2.3362762219856292,0.314006806074838,,,266.39065574664994,3.171263340806255
13,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:14:59.996000Z,2026-09-09T09:15:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,316.5943809646743,2869.1358941975536,299.51661806044143,2841.665991106851,0.8950255672044751,4.996475860918777,11.893798544032387,,,266.39065574664994,10.667288547123098
14,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:15:59.996000Z,2026-09-09T09:16:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,265.3821967717949,2364.1370741842525,234.1804479733368,2130.103109488531,0.7786776246168282,4.971909603342299,9.320925562629958,,,266.39065574664994,7.996163016747703
15,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:16:59.996000Z,2026-09-09T09:17:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,254.5021621920235,1799.1381802572153,223.75388329949905,1663.7020094658099,0.7729621176403806,3.514849149360196,2.979767997040903,,,266.39065574664994,6.245346725104611
16,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:17:59.996000Z,2026-09-09T09:18:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,304.9877766487494,3096.8607522253283,282.3634688298985,3104.1713407463394,0.8571407627248798,6.089213024371176,22.64707095861207,,,266.39065574664994,11.652703553155229
17,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:19:59.996000Z,2026-09-09T09:20:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,292.71479317530697,2708.1421008824523,262.71592631067443,2390.5760859576276,0.8055332286619366,4.5629120125959775,4.365482724108822,,,266.39065574664994,8.97394872675706
18,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:20:59.996000Z,2026-09-09T09:21:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,212.5651683660998,1076.8567067178544,179.4807416655392,925.7301780029475,0.7129375819660223,1.9083444905761404,1.0648987396307952,,,266.39065574664994,3.475085022814616
19,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:21:59.996000Z,2026-09-09T09:22:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,306.25902119799633,2677.143480229353,280.3827578255462,2794.7982684645413,0.8381559374326485,4.477501564541108,10.770301967607073,,,266.39065574664994,10.491352486186775
20,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:22:59.996000Z,2026-09-09T09:23:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,281.1313868738728,1872.1449487241127,260.74375766301756,2016.87140577528,0.8602192755363627,4.7445728948147865,4.540048351074232,,,266.39065574664994,7.5711041745151135
21,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:23:59.996000Z,2026-09-09T09:24:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,254.2575666701581,1600.1465306285002,227.3239536137914,1656.531334364982,0.7993603981925039,4.2434800828331785,3.235894673864755,,,266.39065574664994,6.2184288323552215
22,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:24:59.996000Z,2026-09-09T09:25:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,222.38919062972892,1378.852368564653,190.1907005714029,1127.5624840514117,0.7313936876692017,3.6345526509813384,2.417037678581477,,,266.39065574664994,4.232740374811708
23,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:25:59.996000Z,2026-09-09T09:26:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,262.42232193318904,2604.851175600734,231.92296783468632,2302.954774074803,0.7810628325895982,5.878932369904833,12.227004141391461,,,266.39065574664994,8.645028361148754
24,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:26:59.996000Z,2026-09-09T09:27:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,270.0798761660504,1820.149320730937,236.0389500760947,1965.5537200904746,0.7638057030090819,5.347992709834487,4.800767494317684,,,266.39065574664994,7.378463462171169
25,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:27:59.996000Z,2026-09-09T09:28:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,249.98685929360468,1756.8494772775146,221.75890409551175,1547.955982413054,0.78691490749821,3.230588134490389,4.045710444221163,,,266.39065574664994,5.8108494011337735
26,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:28:59.996000Z,2026-09-09T09:29:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,259.15770690911336,1980.8476980817566,232.06049681276616,1785.257818136612,0.8018150031152622,6.220795782634903,5.196020509981386,,,266.39065574664994,6.70165330361466
