window_id,event_id,network,station,location,channel,latitude,longitude,start_time,end_time,sampling_rate,native_sampling_rate,window_len_sec,p_offset_sec,window_type,label,label_name,label_method,source,bandpass_hz,rms,peak,rms_band,peak_band,band_ratio,stalta_band_max,kurtosis_band,reviewed,review_label,reference_rms,band_active_sec,coincident_stations,rms_ratio
0,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-30T09:04:00.003000Z,2026-08-30T09:05:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,340.1516106063009,1256.956929328293,35.48461538022172,171.71627032191944,0.010882662008528084,2.1476019858263196,1.1382038593270325,,,35.48461538022172,0,0,1.0
1,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-30T09:05:00.003000Z,2026-08-30T09:06:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,328.339122538265,1302.0431072395386,49.810444060449164,431.6666796215192,0.023014182914959824,4.445640792688187,6.467627753488243,,,35.48461538022172,4,0,1.4037194295816524
2,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-30T09:14:00.003000Z,2026-08-30T09:15:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,288.466502587588,1112.0434391040271,26.934541875015032,156.57826869951478,0.008718231722413351,2.6808067894723813,0.7106783306995719,,,37.111492925900386,0,0,0.7257736014230033
3,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-30T09:16:00.003000Z,2026-08-30T09:17:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,304.96109024711177,1165.9565026343535,21.225554019981566,85.60380629515238,0.004844279654424884,2.5566217483154157,0.15329000825126515,,,38.01588071716919,0,0,0.5583338757267151
4,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-30T09:19:00.003000Z,2026-08-30T09:20:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,298.37567573237834,1314.9564118646977,17.275393502803073,81.96061117341984,0.003352193395562579,2.2139835473576994,0.3300948793174272,,,37.95382664838365,0,0,0.45516868859753795
5,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-30T09:20:00.003000Z,2026-08-30T09:21:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,317.8972611182664,1375.0436378143695,16.560724130289167,63.318110611562695,0.0027138452093919425,1.8828459683109333,-0.03269028293834664,,,37.95382664838365,0,0,0.4363387197742403
6,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-30T09:29:00.003000Z,2026-08-30T09:30:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,291.2664037517629,1234.9560584904157,45.75191829381702,294.14695055472055,0.02467390161213108,3.727323931336581,4.23242570563446,,,30.644829379961863,4,0,1.492973503834661
7,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-30T09:30:00.003000Z,2026-08-30T09:31:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,303.36423345589446,1237.956003576348,63.2363342292486,363.48567725988653,0.043451484632930304,3.083299268750732,2.327080066216168,,,30.644829379961863,14,0,2.0635237822729655
8,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-30T09:31:00.003000Z,2026-08-30T09:32:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,267.21366819787306,1168.0440120574222,48.68259201342815,320.68403894008645,0.03319174222198483,4.3443260679307265,3.2475927250461325,,,30.644829379961863,3,0,1.5886070504690386
9,,AM,RFD97,00,EHZ,61.1981981981982,-149.9449437586522,2026-08-30T09:34:00.003000Z,2026-08-30T09:35:00.003000Z,100.0,100.0,60.0,,noise,0,Noise,"rule:rms20-45Hz>=2.5xlocal15min,active>=15s,coincident>=2",AM,2-45,227.89956366079898,791.9558688196466,18.887228916511372,78.5684046431613,0.006868303864809766,1.8929784410259103,0.026757503832823826,,,30.644829379961863,0,0,0.6163267767730308
